customer_id,customer_name,category,target_sales
450057717,APR HOME IMPROVEMENT LLC,Bank,
600429485,"ARIAND HOLDINGS, LLC",Bank,
450057648,OZZIE'S DELIVERY SERVICES LLC,Investment Company,
450057649,LILY & KATE LLC,Trading Platform Provider,
450057650,ONCE UPON A TAIL LLC,Investment Company,
450057651,MARYAM REAL ESTATE CONSULTING & MANAGEMENT LLC,Trading Platform Provider,
450057652,AIRACUDA LLC,Investment Company,
450057653,MY PRICE LAWN LLC,RIA,
450057654,KEILY SOBA LLC,Investment Company,
450057655,R.L.W. SERVICES LLC,Insurance Company,
450057656,DRK SYSTEMS LLC,RIA,
450057657,CHAPMAN CONSTRUCTION SERVICES LLC,Regional Company,
450059570,ARROYO TOWING LLC,Bank,
450057704,ALEXIS MORGAN SPORTHORSES LLC,Independent,
450057660,405 MONTGOMERY ASSOCIATES LLC,Regional Company,
450057661,9 POINT TRANSPORT LLC,Regional Company,
450059486,ARTOX MEDIA INC,Bank,
450057663,UBII REALTY LLC,Regional Company,
450057659,ALFONSO PENUELA LLC,Independent,
450058583,ALISHA ENTERPRISES LLC,Independent,
450059679,ASILVA CONTRACTORS LIMITED LIABILITY COMPANY,Bank,
450059259,ASL GROUP LLC,Bank,
450057670,GRAYSON PROPERTIES LLC,Investment Company,
450057672,MUDDY WATERS LLC,Regional Company,
450057673,AMICHIS GRILL LLC,Investment Company,
450057674,SAMUEL LARIOS TRUCKING LLC,RIA,
450057675,2180 OTTER BRANCH ASSOCIATES LLC,RIA,
450058036,MARMAID CLEANING SERVICE LLC,Investment Company,
450058037,MEMC DESIGNS LLC,RIA,
