txn_id,txn_date,contact_id,ticker,sales,redemptions
422908751,11/12/2015,337736998,MAPTX,750049.35,0
422908752,5/20/2015,183672456,MWTIX,670604.24,0
422908753,10/7/2015,180468917,MDISX,414679.12,0
422908754,2/25/2016,555046219,FFFHX,114654.67,0
422908755,8/24/2015,100960298,ANEFX,299744,0
422908756,10/19/2015,484075852,FSTMX,193899.86,0
422908757,8/31/2015,123199665,HACAX,466939.54,0
422908758,12/21/2015,306966453,FUSEX,61664.19,0
422908759,2/10/2016,178266998,VWIAX,440428.5,0
422908760,1/18/2015,230049767,CAIBX,519641.91,0
422908761,12/8/2015,143771909,VIMAX,616483.7,0
422908762,5/17/2015,245607675,VSCIX,686664.42,0
422908763,6/28/2015,561508571,VTWNX,580906.92,0
422908764,3/22/2016,150201789,FSEMX,228628.14,0
422908765,11/23/2015,395185300,VFINX,61521.18,0
422908766,10/14/2015,212817579,JNBAX,562418.56,0
422908767,7/11/2015,313811418,KAUFX,474485.04,0
422908768,3/19/2015,141375636,ORNAX,140522.24,0
422908769,12/11/2015,526769652,VDAIX,553279.23,0
422908770,3/29/2015,480703199,FSIIX,272002.06,0
422908771,12/19/2015,864674988,VWESX,701736.8,0
422908772,1/8/2016,226952663,WASAX,122708.04,0
422908773,10/10/2015,397708952,PRWCX,324284.65,0
422908774,10/10/2015,196149498,PRDGX,245330.12,0
422908775,10/30/2015,536698590,ACRNX,297893.04,0
422908776,3/25/2016,824327367,FLPSX,551861.73,0
422908777,1/21/2016,132431368,VBMPX,332759.92,0
422908778,4/9/2015,379861243,SPHIX,770520.08,0
422908779,1/30/2016,367079817,FLCSX,534086.11,0
422908780,7/3/2015,460653348,MLPAX,700394.4,0
422908781,9/11/2015,850004423,FSENX,778592.47,0
422908782,1/24/2016,452763657,FSCSX,769270.48,0
422908783,1/29/2016,100779879,FARCX,777867.12,0
422908784,3/12/2015,564844448,FKTIX,524373.6,0
422908785,12/31/2015,323934975,PRRIX,358003.8,0
422908786,8/13/2015,436970035,TWCUX,802954.84,0
422908787,1/24/2016,105982512,CSRSX,357440.87,0
422908788,12/8/2015,188441561,JATTX,78447.51,0
422908789,1/8/2016,523907201,OAKMX,330995.58,0
422908790,1/30/2016,538502723,GABUX,790915.58,0
422908791,1/19/2015,948414013,VFICX,486144.96,0
422908792,8/19/2015,385839690,RIDEX,364394.1,0
422908793,5/19/2015,157638548,BAICX,528776.67,0
422908794,3/23/2016,555335173,YAFFX,840683.48,0
422908795,9/28/2015,149751267,VTSNX,77983.92,0
422908796,4/29/2015,230095213,FKTFX,129928.5,0
422908797,1/12/2015,237486030,VMGRX,554256.64,0
422908798,3/22/2015,156301125,VBTLX,606116.7,0
422908799,11/18/2015,146975406,HAINX,649232.25,0
422908800,6/28/2015,572733004,PTRAX,536523.82,0
422908801,2/10/2016,226210832,FHKCX,579514.49,0
422908802,10/25/2015,495960078,TRRGX,518488.2,0
422908803,8/5/2015,122742640,CGMRX,630736.06,0
422908804,2/1/2015,826916666,MCHFX,638171.56,0
422908805,6/13/2015,107630711,TEGBX,784425.46,0
422908806,8/10/2015,165572640,FAIRX,817543.4,0
422908807,10/5/2015,211333062,MDLOX,628121.93,0
422908808,12/19/2015,122825506,FNMIX,834451.23,0
422908809,10/18/2015,735729311,USAWX,249466.7,0
422908810,1/22/2015,165826986,FSEMX,180642.63,0
422908811,5/31/2015,989750724,FNCMX,653223.8,0
422908812,1/14/2016,446308028,OAKLX,403479.96,0
422908813,2/13/2016,484754730,VFORX,549414.4,0
422908814,2/19/2015,921104653,CGMRX,377690.28,0
422908815,7/11/2015,434736213,NYVTX,360072.3,0
422908816,5/18/2015,421115846,USBSX,642883.5,0
422908817,12/7/2015,189070274,FDGRX,582819.16,0
422908818,1/10/2016,157694629,VEIEX,462602.88,0
422908819,12/13/2015,427907695,USAUX,299807.2,0
422908820,6/2/2015,329542806,VBMFX,214030.25,0
422908821,11/12/2015,502431642,VIPSX,222480.18,0
422908822,2/1/2016,281565274,VTHRX,205221.36,0
422908823,3/9/2016,591789945,FFFGX,264620.03,0
422908824,1/2/2016,486875310,VEXPX,281589.33,0
422908825,4/13/2015,956804799,JAOSX,580234.48,0
422908826,5/6/2015,275968452,MINIX,68246.24,0
422908827,7/23/2015,233350737,FFFHX,434904.03,0
422908828,3/8/2015,171839040,TRRHX,17041.94,0
422908829,1/4/2015,190549851,BERIX,468609.35,0
422908830,8/29/2015,676034912,SMCWX,468263.95,0
422908831,7/31/2015,186810960,TEPLX,731123.84,0
422908832,7/23/2015,131607987,STFGX,612000,0
422908833,4/5/2015,577133090,VIMAX,483958.5,0
422908834,4/15/2015,172394343,PRDGX,661983.66,0
422908835,8/15/2015,105048838,VIMSX,551495.1,0
422908836,2/19/2016,621034788,RMUNX,339304.4,0
422908837,5/2/2015,101220316,VMRGX,805787.15,0
422908838,3/7/2015,460986818,VSMGX,127207.65,0
422908839,5/5/2015,304711724,FFFGX,440528.92,0
422908840,6/27/2015,471719636,VFSTX,321916.24,0
422908841,8/23/2015,682758682,ONGAX,830109.98,0
422908842,6/27/2015,362046324,GASFX,304889.04,0
422908843,9/27/2015,705149047,FSRPX,406069.92,0
422908844,7/16/2015,254246271,VFICX,592055.1,0
422908845,2/13/2015,294765261,THOPX,236743.64,0
422908846,2/27/2015,484405063,FBGRX,828000.04,0
422908847,3/6/2015,705221783,VPCCX,253437.3,0
422908848,2/15/2015,234219768,OTCFX,253401.6,0
422908849,11/30/2015,628322896,MLPAX,751621.91,0
422908850,1/7/2016,273252240,VUSTX,430164.6,0
422908851,10/12/2015,187739341,FSEMX,210809.5,0
422908852,1/3/2015,144353516,FCNTX,463646.7,0
422908853,3/7/2016,257632603,LZEMX,674105.6,0
422908854,7/10/2015,244106130,FFNOX,740424.08,0
422908855,12/11/2015,105291375,STFGX,168155,0
422908856,5/23/2015,805864409,MLPDX,134377.76,0
422908857,5/30/2015,771621276,OAKBX,486805.02,0
422908858,3/16/2015,538447907,LDLAX,159448.95,0
422908859,8/4/2015,236253845,FDESX,33555.16,0
422908860,6/20/2015,246291595,VFICX,763219.73,0
422908861,12/20/2015,938622151,LSBRX,754799.4,0
422908862,1/11/2016,662648394,FBIOX,301260.24,0
422908863,1/1/2016,753673123,VWEHX,610840.64,0
422908864,12/3/2015,176278626,PRIDX,644275.94,0
422908865,6/2/2015,374614218,VTINX,786447.24,0
422908866,3/28/2016,107921761,FSMVX,618927.12,0
422908867,6/9/2015,162120968,VMLUX,493222.3,0
422908868,11/18/2015,102610780,TRRJX,309267.09,0
422908869,3/14/2016,162205681,FDFAX,601551.36,0
422908870,1/11/2016,123525240,ACEIX,383832.74,0
422908871,10/14/2015,201605784,VBTIX,200226.48,0
422908872,3/3/2015,906299204,VTHRX,725746.17,0
422908873,12/10/2015,451632642,VTTVX,125099.4,0
422908874,1/22/2016,771395141,VWUSX,700276.08,0
422908875,3/11/2015,284077210,FLATX,191594.37,0
422908876,3/21/2016,716648395,RPSIX,149764.86,0
422908877,9/6/2015,410466169,FBIOX,831489,0
422908878,7/19/2015,176558469,VASIX,507185.11,0
422908879,6/4/2015,493074500,GASFX,374096.25,0
422908880,6/18/2015,474831764,AMECX,232453.76,0
422908881,4/5/2015,125132873,PRUAX,738462.37,0
422908882,2/6/2016,100975224,VWNDX,828841,0
422908883,2/11/2016,532111054,HSGFX,298369.08,0
422908884,3/6/2015,410810292,VSCGX,563407.88,0
422908885,10/18/2015,616673403,TBGVX,646119.24,0
422908886,1/2/2015,509739560,HACAX,74501.01,0
422908887,1/16/2015,942774060,ICPAX,91010.7,0
422908888,8/1/2015,319910576,PRFDX,736285.43,0
422908889,12/28/2015,894182232,POSKX,107495.96,0
422908890,11/2/2015,251553489,MCHFX,479432.06,0
422908891,11/20/2015,304678244,JNBCX,288877.4,0
422908892,8/30/2015,260203930,USAIX,437217.67,0
422908893,5/23/2015,197789966,NHMAX,544448.52,0
422908894,10/2/2015,214121412,MFLDX,403943.75,0
422908895,2/12/2016,550140496,FFFFX,684093.47,0
422908896,1/27/2016,690680565,TPINX,16469.48,0
422908897,10/4/2015,617464473,FHKCX,592459.92,0
422908898,1/23/2016,945335390,VBILX,444273.66,0
422908899,1/18/2016,277400827,POAGX,542655.3,0
422908900,10/26/2015,888182322,USHYX,616562.25,0
422908901,12/13/2015,559985197,PRFDX,295931.16,0
422908902,2/27/2015,107878259,TRMCX,156121.48,0
422908903,2/15/2015,446470456,FRESX,771724.96,0
422908904,12/13/2015,548007368,SHRAX,82097.6,0
422908905,5/10/2015,962772622,PRDGX,270819.12,0
422908906,8/26/2015,308764973,SGENX,122843.7,0
422908907,3/3/2016,934805421,MALOX,343858.2,0
422908908,9/16/2015,419059025,GWPAX,777361.25,0
422908909,6/29/2015,730233008,PREIX,286178.55,0
422908910,3/5/2016,188023852,TWEIX,490528.8,0
422908911,1/26/2015,750455746,WASAX,678002.93,0
422908912,1/5/2015,805041290,OAKBX,742640.99,0
422908913,6/9/2015,278483515,ODVYX,783363.84,0
422908914,8/19/2015,310963669,TOLLX,399257.39,0
422908915,2/4/2015,408460758,VSCGX,749332.64,0
422908916,11/4/2015,555074422,VFSTX,683588.64,0
422908917,2/12/2016,144650629,FNCMX,496283.19,0
422908918,3/11/2015,113636734,MADVX,235937.62,0
422908919,3/29/2016,680478407,VBIIX,626249.47,0
422908920,2/15/2015,977206579,SHRAX,203148,0
422908921,1/25/2016,900756051,VPGDX,763700.18,0
422908922,1/27/2015,557764757,POGRX,8123.82,0
422908923,11/25/2015,804697932,BALCX,421960.76,0
422908924,9/20/2015,563706974,PRMTX,97287.72,0
422908925,10/23/2015,337846183,VIGIX,32398.68,0
422908926,3/8/2015,468423187,FSELX,348176.59,0
422908927,2/14/2016,768345137,FSTMX,170024.82,0
422908928,9/28/2015,809602722,FUSVX,40443.2,0
422908929,4/21/2015,517737359,OSTIX,396022.9,0
422908930,2/22/2015,737236661,VFFVX,274670.7,0
422908931,1/23/2016,464373614,FDGRX,444059,0
422908932,4/3/2015,244224302,VHCAX,250100.56,0
422908933,12/19/2015,304603255,VFIDX,604967.25,0
422908934,12/12/2015,967088213,ARTMX,370984.48,0
422908935,2/19/2016,174265050,VBTIX,145004.76,0
422908936,10/30/2015,253409078,VGSIX,88606.87,0
422908937,12/15/2015,268595905,FPACX,547111.68,0
422908938,3/10/2015,253830583,FOCPX,595282.64,0
422908939,10/1/2015,543756888,SOPAX,80379.9,0
422908940,1/29/2016,166298520,TRLGX,440866.25,0
422908941,7/23/2015,139272083,VBILX,761243.55,0
422908942,1/3/2016,101275115,PRWAX,472739.86,0
422908943,8/11/2015,517737359,VSEQX,640632,0
422908944,9/28/2015,852862918,PVOYX,344330.24,0
422908945,3/13/2016,397131398,VIVIX,248227.23,0
422908946,3/1/2016,424343468,FSUTX,16011.6,0
422908947,9/28/2015,113627848,VFFVX,720330.3,0
422908948,12/16/2015,361934481,BALCX,455933.31,0
422908949,12/6/2015,145990370,VGELX,575876.16,0
422908950,5/26/2015,955728778,FFRHX,407812.32,0
422908951,4/25/2015,423425670,ARTIX,447533.52,0
422908952,9/1/2015,586468079,OAKIX,790460.55,0
422908953,6/4/2015,847721543,VTMSX,702603.44,0
422908954,6/1/2015,523336069,CWGIX,303330.82,0
422908955,9/26/2015,240931614,PRDGX,470772.21,0
422908956,2/13/2015,173347100,FKTIX,614139.68,0
422908957,4/4/2015,754348999,VAFAX,223319.32,0
422908958,9/1/2015,894403486,ARTIX,549995.55,0
422908959,2/2/2016,229199231,DODBX,605476.04,0
422908960,2/15/2015,165473391,RMUNX,756644.6,0
422908961,10/31/2015,690223355,FBIOX,310296.87,0
422908962,11/6/2015,949545021,VWNDX,676118.9,0
422908963,1/6/2015,593200546,FCISX,683628.62,0
422908964,5/2/2015,114905167,FSUTX,7938.28,0
422908965,9/25/2015,379089978,MDISX,579451.37,0
422908966,12/6/2015,840346471,STFGX,570763.44,0
422908967,5/24/2015,214548618,FRESX,531066.12,0
422908968,7/10/2015,203257200,DODBX,79257.9,0
422908969,6/12/2015,106132368,FCISX,324609.3,0
422908970,9/14/2015,832879925,FSTMX,632639.2,0
422908971,3/30/2016,295400607,POSKX,395075,0
422908972,8/11/2015,877097602,VEXAX,536669.6,0
422908973,6/14/2015,180780692,TPINX,386571.29,0
422908974,2/14/2016,251372919,PRGFX,756507.84,0
422908975,9/23/2015,341942128,PTTAX,724906.64,0
422908976,12/27/2015,441021039,RPSIX,425449.8,0
422908977,3/22/2016,284418805,FGCKX,787387,0
422908978,9/26/2015,212000487,VIVIX,495993.96,0
422908979,3/6/2016,752175776,PRSVX,125695.84,0
422908980,1/2/2016,453789798,FLVCX,306213.18,0
422908981,11/3/2015,136425627,SPECX,258997.2,0
422908982,5/29/2015,139265172,VASIX,219653,0
422908983,12/7/2015,551930331,TRRHX,470634.6,0
422908984,3/14/2016,100115851,MAMAX,776544.12,0
422908985,12/23/2015,309060502,ODVYX,384193.81,0
422908986,11/9/2015,573623322,FFFEX,470229,0
422908987,3/19/2016,512043481,SWPPX,586548,0
422908988,12/16/2015,521690348,ONGIX,31253,0
422908989,10/18/2015,886147120,PONAX,616885.72,0
422908990,6/17/2015,754331308,VTABX,241981.35,0
422908991,2/6/2015,311693177,VSMAX,54530,0
422908992,3/7/2015,877849129,TWCUX,116711.55,0
422908993,3/12/2016,257212636,FDFFX,420033.06,0
422908994,9/26/2015,866534277,VFIDX,521083.12,0
422908995,3/29/2015,847633565,TEPLX,458733.26,0
422908996,2/14/2015,167497568,JAVLX,434786.8,0
422908997,12/3/2015,388351546,WASCX,403568.36,0
422908998,12/22/2015,541300880,FCNTX,380222.36,0
422908999,9/2/2015,247305202,FPHAX,752035.18,0
422909000,12/28/2015,123270017,VASVX,596936.34,0
422909001,3/30/2015,982235280,TRRJX,108345.44,0
422909002,1/7/2015,459865410,DODGX,533423.13,0
