txn_id,txn_date,contact_id,ticker,touch_type
422905751,3/28/2016,152066848,VTSAX,Web Visit
422905752,9/4/2015,103112772,POAGX,Visit
422905753,1/31/2016,162358260,VCAIX,Web Visit
422905754,3/26/2016,160519512,PRFDX,Email
422905755,4/15/2015,382176182,VINEX,Web Visit
422905756,3/31/2016,190382641,VWIAX,Web Visit
422905757,5/28/2015,556047506,VWILX,Visit
422905758,10/15/2015,951459689,FDFFX,Visit
422905759,1/30/2016,137407646,WASCX,Visit
422905760,3/6/2015,869763959,VTABX,Web Visit
422905761,3/1/2016,437148573,FSCSX,Call
422905762,3/29/2016,501737505,ARTMX,Visit
422905763,3/2/2015,100696081,FSTVX,Web Visit
422905764,5/5/2015,143695322,VWENX,Email
422905765,8/24/2015,425748764,PTTDX,Email
422905766,4/27/2015,321997837,TRRMX,Email
422905767,3/8/2015,497255804,PRNEX,Web Visit
422905768,2/25/2015,118573354,PRSCX,Web Visit
422905769,1/8/2016,230114389,PRUAX,Email
422905770,12/2/2015,433639062,TRLGX,Email
422905771,3/23/2016,121034444,JNBCX,Visit
422905772,4/24/2015,351251720,VAFAX,Web Visit
422905773,5/19/2015,397115573,TRRBX,Call
422905774,11/15/2015,808745069,FBIOX,Web Visit
422905775,4/6/2015,103171740,PMEGX,Email
422905776,11/23/2015,108532753,VTWNX,Call
422905777,3/31/2015,153097064,VWILX,Web Visit
422905778,10/17/2015,214267590,AGTHX,Web Visit
422905779,6/2/2015,914762573,YACKX,Web Visit
422905780,3/14/2016,582574251,PIMIX,Email
422905781,10/30/2015,366005762,VSIAX,Call
422905782,4/6/2015,102471196,ONGIX,Web Visit
422905783,7/20/2015,783598082,PRUAX,Web Visit
422905784,5/22/2015,295000071,VCVLX,Email
422905785,7/20/2015,467945380,TOLLX,Web Visit
422905786,8/5/2015,205413739,MLPDX,Web Visit
422905787,2/2/2015,746872658,VGSNX,Call
422905788,6/5/2015,452419376,CIBCX,Call
422905789,8/8/2015,448988645,LDLAX,Web Visit
422905790,9/27/2015,267397229,DLTNX,Call
422905791,2/22/2016,318955847,VBINX,Call
422905792,10/2/2015,400922174,NHMAX,Call
422905793,5/6/2015,411978990,VVIAX,Email
422905794,7/20/2015,145022214,LDLAX,Visit
422905795,3/5/2015,635569963,AMECX,Web Visit
422905796,2/11/2015,347734795,VQNPX,Visit
422905797,1/22/2016,700016650,ABALX,Web Visit
422905798,6/29/2015,975937433,MAMAX,Visit
422905799,10/19/2015,709767433,VAIPX,Call
422905800,1/6/2016,842899298,PRNEX,Call
422905801,1/5/2015,408947167,FGMNX,Web Visit
422905802,10/10/2015,831813128,BALCX,Visit
422905803,2/10/2016,907823700,JABAX,Visit
422905804,4/11/2015,262648896,ICPAX,Email
422905805,2/19/2016,108204668,VSCGX,Email
422905806,4/8/2015,477008796,AEPGX,Call
422905807,1/7/2015,102340801,TRRDX,Call
422905808,1/9/2016,126395029,ANWPX,Visit
422905809,2/7/2015,853812781,VDIGX,Call
422905810,8/11/2015,310963669,PRFHX,Web Visit
422905811,4/14/2015,782900329,TPINX,Call
422905812,2/3/2016,428397761,NAESX,Visit
422905813,1/9/2016,456839081,PRFHX,Visit
422905814,12/21/2015,439090104,FLVCX,Email
422905815,4/15/2015,424338019,FKTFX,Web Visit
422905816,5/26/2015,188029206,FSDIX,Call
422905817,1/5/2016,299027460,FKUTX,Email
422905818,11/11/2015,113709192,ANCFX,Web Visit
422905819,2/27/2016,165008433,VTENX,Email
422905820,4/24/2015,251070248,JATTX,Visit
422905821,1/17/2016,768666417,VEMAX,Visit
422905822,8/2/2015,664491044,VWENX,Call
422905823,2/16/2016,134699383,NEWFX,Call
422905824,2/12/2016,938576082,FSDIX,Email
422905825,3/23/2015,827942827,PTTRX,Call
422905826,1/26/2016,339391476,VASGX,Visit
422905827,9/22/2015,951939983,HSCSX,Email
422905828,3/5/2015,604389046,VSGAX,Visit
422905829,6/3/2015,278493805,VDIGX,Web Visit
422905830,3/27/2016,155356005,FUSVX,Web Visit
422905831,11/13/2015,350870771,VWIAX,Call
422905832,6/8/2015,522464749,VITPX,Email
422905833,3/15/2015,156108146,TRRMX,Visit
422905834,1/23/2015,109626994,VGENX,Email
422905835,1/5/2015,679923205,ACSTX,Call
422905836,10/22/2015,451590517,VIFSX,Email
422905837,8/22/2015,141683811,OAKLX,Visit
422905838,7/4/2015,371432000,FOCPX,Visit
422905839,2/21/2015,114933580,VFORX,Visit
422905840,2/9/2015,934597143,VITPX,Email
422905841,2/22/2016,457329737,FSDAX,Email
422905842,6/5/2015,255580807,USHYX,Visit
422905843,2/29/2016,152900242,TRBCX,Visit
422905844,5/30/2015,873432703,VBIIX,Call
422905845,2/9/2016,437254738,MPGFX,Call
422905846,7/19/2015,435788123,VISGX,Visit
422905847,4/1/2015,129624757,GENIX,Web Visit
422905848,11/9/2015,330385538,VEIRX,Call
422905849,6/19/2015,308552986,VBMPX,Web Visit
422905850,2/6/2016,370803711,PONDX,Visit
422905851,5/1/2015,610522739,VTSAX,Email
422905852,2/27/2016,198357636,CWGIX,Call
422905853,1/4/2016,303299052,SGENX,Email
422905854,2/2/2015,245083566,VITSX,Web Visit
422905855,5/29/2015,224776398,VITPX,Visit
422905856,7/6/2015,639365192,VEIRX,Web Visit
422905857,3/20/2015,474831764,USBSX,Web Visit
422905858,9/16/2015,334054167,SHSAX,Web Visit
422905859,3/19/2015,419559542,VTXVX,Email
422905860,1/22/2016,429739603,HSCSX,Web Visit
422905861,7/23/2015,365897374,FCNKX,Call
422905862,3/26/2015,838142662,VWENX,Visit
422905863,9/23/2015,846936531,FFNOX,Email
422905864,2/21/2015,541494115,VFFVX,Call
422905865,8/3/2015,277781556,FSCSX,Email
422905866,8/10/2015,725051765,VGSLX,Visit
422905867,2/1/2016,141336809,OAKLX,Web Visit
422905868,6/29/2015,849955987,PRWAX,Call
422905869,10/20/2015,193118856,FPHAX,Web Visit
422905870,11/13/2015,242568066,FKTFX,Visit
422905871,3/23/2015,471664520,FDFAX,Email
422905872,2/13/2016,449639560,FLATX,Call
422905873,9/15/2015,501417185,FSCSX,Call
422905874,9/24/2015,659516362,FBDIX,Call
422905875,1/11/2016,563186969,FFNOX,Call
422905876,2/15/2016,206986571,FSEMX,Web Visit
422905877,4/24/2015,818139430,OAKLX,Web Visit
422905878,5/27/2015,621171903,VHCOX,Email
422905879,8/21/2015,269473838,MWTRX,Visit
422905880,11/15/2015,384805778,VGSNX,Web Visit
422905881,12/26/2015,105665937,VTMSX,Web Visit
422905882,2/5/2015,357803903,VIMAX,Visit
422905883,1/5/2016,923225275,FCNKX,Call
422905884,3/11/2015,229030885,MINIX,Email
422905885,7/14/2015,114328681,VDIGX,Visit
422905886,1/27/2015,120098772,VEIEX,Web Visit
422905887,9/10/2015,489513583,POSKX,Email
422905888,1/17/2015,308934220,VIVAX,Email
422905889,11/23/2015,145559982,ARTIX,Call
422905890,9/2/2015,102841535,VIFSX,Email
422905891,6/9/2015,415489177,TWGTX,Web Visit
422905892,11/25/2015,288388036,RERCX,Email
422905893,12/8/2015,278930706,FNMIX,Email
422905894,9/15/2015,714471214,VWIUX,Call
422905895,12/5/2015,145683061,FCISX,Email
422905896,8/8/2015,108938929,AKREX,Email
422905897,2/18/2016,153281735,DLTNX,Call
422905898,3/13/2016,969844681,TRRJX,Call
422905899,12/22/2015,238930421,BALCX,Visit
422905900,2/20/2016,979012837,FPURX,Email
422905901,6/19/2015,435348734,MAPTX,Visit
422905902,4/10/2015,690231543,PRSGX,Email
422905903,3/4/2016,713301260,FXSIX,Web Visit
422905904,5/23/2015,780300767,FSMVX,Email
422905905,12/18/2015,241670729,SHAPX,Visit
422905906,9/3/2015,267450307,SGIIX,Email
422905907,11/7/2015,764515688,PTTDX,Web Visit
422905908,5/26/2015,700778457,USSPX,Email
422905909,2/11/2015,685403508,VMGRX,Email
422905910,2/15/2016,385403972,USBSX,Call
422905911,12/3/2015,705030935,VINIX,Web Visit
422905912,1/4/2016,182017090,SHRAX,Web Visit
422905913,4/3/2015,773449403,VWNDX,Web Visit
422905914,1/19/2015,338165732,AKREX,Visit
422905915,2/24/2015,911769091,ORNAX,Visit
422905916,5/17/2015,121034444,VEXAX,Web Visit
422905917,4/8/2015,192062068,KAUFX,Email
422905918,1/1/2015,785166486,ODVYX,Web Visit
422905919,4/13/2015,114200539,SPHIX,Email
422905920,2/12/2016,299675902,JNBCX,Call
422905921,9/19/2015,128930431,MLPDX,Visit
422905922,7/24/2015,364442294,MWTIX,Visit
422905923,6/23/2015,130085176,MINIX,Email
422905924,8/31/2015,102942394,HACAX,Call
422905925,4/15/2015,199628422,PRMTX,Web Visit
422905926,10/14/2015,101821349,VTINX,Email
422905927,3/18/2015,389009735,MLPDX,Web Visit
422905928,1/16/2015,156617451,FTBFX,Call
422905929,4/20/2015,724159198,VBTIX,Visit
422905930,2/18/2016,907854387,FSEVX,Web Visit
422905931,1/31/2015,469312201,VGPMX,Web Visit
422905932,2/5/2016,649619591,PGRWX,Visit
422905933,5/6/2015,206986571,VTENX,Email
422905934,2/25/2016,509129066,AKREX,Email
422905935,7/22/2015,152044087,STFGX,Call
422905936,3/21/2016,686495758,VTENX,Email
422905937,7/24/2015,274406890,VWNDX,Email
422905938,4/27/2015,392242862,ANAYX,Email
422905939,2/22/2015,581125491,AIVSX,Web Visit
422905940,5/9/2015,615405527,TRRKX,Email
422905941,3/23/2016,192906016,PMEGX,Web Visit
422905942,12/15/2015,458779592,VIGRX,Call
422905943,9/4/2015,397707534,MCLOX,Email
422905944,4/26/2015,848978804,BAICX,Web Visit
422905945,4/18/2015,517240898,VGSLX,Email
422905946,10/4/2015,701171228,STFGX,Call
422905947,4/17/2015,236056330,VEXRX,Visit
422905948,3/20/2016,951580284,TEDIX,Web Visit
422905949,3/16/2015,118166795,ANEFX,Email
422905950,3/15/2016,258024615,TRRDX,Call
422905951,3/29/2016,383383827,VTMGX,Visit
422905952,11/2/2015,520108261,VASVX,Email
422905953,1/31/2015,369068547,SNXFX,Web Visit
422905954,8/31/2015,406815040,VWUSX,Email
422905955,3/5/2016,135385321,VQNPX,Web Visit
422905956,2/25/2016,929805409,VIEIX,Visit
422905957,2/4/2016,166824969,JNGLX,Visit
422905958,8/17/2015,385023187,FGCKX,Visit
422905959,1/20/2015,100620888,LSBDX,Email
422905960,10/19/2015,464094799,VISVX,Email
422905961,3/15/2016,698257871,PGNAX,Call
422905962,1/5/2015,451897491,LSBRX,Visit
422905963,12/24/2015,226952663,TRRNX,Web Visit
422905964,7/7/2015,857680090,VTRIX,Web Visit
422905965,2/12/2016,365332742,TIBCX,Web Visit
422905966,9/24/2015,247723661,VASGX,Email
422905967,6/12/2015,500973301,SMMIX,Visit
422905968,2/27/2015,469983935,FRESX,Visit
422905969,7/15/2015,179639745,THOPX,Visit
422905970,10/7/2015,593721975,ODVYX,Call
422905971,11/26/2015,422395721,FSEVX,Email
422905972,3/30/2015,643903418,TRRJX,Visit
422905973,9/27/2015,772613652,VWIUX,Email
422905974,6/17/2015,147230515,FSPTX,Email
422905975,12/26/2015,482746640,VIGIX,Email
422905976,4/18/2015,453091661,FBSOX,Email
422905977,3/2/2016,168684101,TRRMX,Call
422905978,2/6/2015,222104945,FKUTX,Email
422905979,1/13/2015,609564761,MAPTX,Web Visit
422905980,6/4/2015,595393460,MLPDX,Web Visit
422905981,3/9/2015,581332569,PRSGX,Email
422905982,3/24/2015,387759698,FFFFX,Web Visit
422905983,9/15/2015,134976833,VFSTX,Web Visit
422905984,9/26/2015,155813757,ANEFX,Call
422905985,7/18/2015,151051295,FDFAX,Visit
422905986,2/12/2016,373246541,FCNKX,Call
422905987,11/19/2015,398708972,PRSCX,Web Visit
422905988,1/28/2015,105988952,SPECX,Web Visit
422905989,9/28/2015,742353529,VBMFX,Email
422905990,8/11/2015,699787705,VEXRX,Email
422905991,9/8/2015,467261648,VFSTX,Web Visit
422905992,9/20/2015,109724902,TGBAX,Email
422905993,1/12/2015,176017143,SOPAX,Web Visit
422905994,12/21/2015,911425426,JAMRX,Call
422905995,9/23/2015,154683394,FBSOX,Email
422905996,4/5/2015,672755165,FSMVX,Visit
422905997,5/17/2015,333586963,VTSNX,Email
422905998,1/28/2015,209606056,GAUCX,Call
422905999,7/27/2015,124377224,VBTIX,Visit
422906000,3/26/2016,146647829,VFORX,Call
422906001,8/19/2015,587434733,JATTX,Email
422906002,12/28/2015,437829819,VFIAX,Visit
422906003,2/3/2016,307138110,VDIGX,Email
422906004,12/27/2015,531870408,TWHIX,Call
422906005,8/20/2015,176278626,VMRGX,Call
422906006,3/1/2015,229264155,FSCHX,Visit
422906007,4/23/2015,277608773,CWGIX,Visit
422906008,2/10/2015,186093769,VTIVX,Web Visit
422906009,2/17/2016,712124761,VPCCX,Email
422906010,4/12/2015,330366207,FRSTX,Call
422906011,10/7/2015,399883658,VAIPX,Call
422906012,1/14/2016,585059255,VTINX,Web Visit
422906013,1/27/2016,741799558,VGTSX,Call
422906014,2/7/2016,373585670,VWIUX,Email
422906015,4/29/2015,704151477,TEPLX,Visit
422906016,3/5/2016,406413777,FARCX,Web Visit
422906017,11/13/2015,110976858,FNCMX,Call
422906018,6/28/2015,295533673,FSICX,Call
422906019,6/27/2015,135459444,FKUTX,Web Visit
422906020,10/8/2015,142258855,VGSIX,Visit
422906021,12/3/2015,220649706,LZEMX,Web Visit
422906022,2/13/2015,919248572,VINEX,Email
422906023,7/22/2015,368037897,USSPX,Visit
422906024,4/9/2015,196035516,PRHSX,Call
422906025,3/13/2015,437359204,VFSTX,Visit
422906026,1/2/2015,115864600,VEXRX,Call
422906027,4/24/2015,115870068,FSICX,Email
422906028,5/25/2015,206544627,FNARX,Web Visit
422906029,9/4/2015,838014848,VMLUX,Visit
422906030,12/29/2015,502004828,FDCAX,Visit
422906031,8/3/2015,766830968,PRHSX,Call
422906032,1/17/2016,160181784,VCVLX,Visit
422906033,1/8/2015,523387701,ONGAX,Visit
422906034,4/13/2015,109078237,SHRAX,Email
422906035,1/15/2015,358075200,VQNPX,Visit
422906036,10/24/2015,465889565,PRSGX,Email
422906037,3/14/2016,113198202,ARTIX,Visit
422906038,10/11/2015,499593803,TOLLX,Visit
422906039,5/1/2015,450467209,FSRPX,Email
422906040,6/12/2015,889461680,ONGAX,Call
422906041,1/25/2015,634194949,TRREX,Call
422906042,11/16/2015,308739416,OAKLX,Web Visit
422906043,3/12/2015,612094907,VGSIX,Call
422906044,11/8/2015,184088232,ARTIX,Email
422906045,1/28/2015,351651124,ABALX,Visit
422906046,1/26/2016,326784599,FFFFX,Email
422906047,6/9/2015,458550060,VWNEX,Visit
422906048,3/31/2016,196293833,TAREX,Call
422906049,12/25/2015,530099391,VFINX,Visit
422906050,2/18/2015,403747188,PRLAX,Web Visit
422906051,3/21/2015,812618525,SWPPX,Visit
422906052,1/1/2016,548816839,PENNX,Visit
422906053,1/21/2015,201915997,FLPSX,Email
422906054,9/13/2015,389821899,JABAX,Call
422906055,1/1/2016,442987948,FSPHX,Web Visit
422906056,11/26/2015,396592073,DLTNX,Visit
422906057,2/7/2016,268618948,VMCIX,Visit
422906058,11/25/2015,334670513,MWTRX,Web Visit
422906059,10/21/2015,149940273,FRSTX,Visit
422906060,8/20/2015,442385241,VEMAX,Email
422906061,5/15/2015,109831360,THOPX,Visit
422906062,9/18/2015,840613289,TRRNX,Call
422906063,3/22/2016,578123636,FIGRX,Web Visit
422906064,5/17/2015,817157351,VIGIX,Visit
422906065,11/27/2015,864030177,TEDIX,Web Visit
422906066,3/19/2016,205257490,VBMPX,Call
422906067,12/22/2015,497466288,TIBCX,Email
422906068,2/15/2016,195136091,FMILX,Visit
422906069,6/16/2015,293271672,FSMEX,Web Visit
422906070,2/9/2016,546714923,YACKX,Visit
422906071,8/7/2015,976124518,PONCX,Email
422906072,4/10/2015,264469280,OSTIX,Email
422906073,2/16/2016,189739834,THOPX,Web Visit
422906074,3/25/2016,110362235,FDFAX,Email
422906075,9/2/2015,171290898,VWESX,Email
422906076,1/22/2016,167867032,AKREX,Web Visit
422906077,10/13/2015,580801397,FKINX,Web Visit
422906078,3/12/2016,177540706,HSGFX,Web Visit
422906079,8/17/2015,531276444,MWTIX,Web Visit
422906080,10/2/2015,274438665,BALCX,Web Visit
422906081,9/9/2015,930081742,ANWPX,Web Visit
422906082,11/4/2015,126042240,FBSOX,Visit
422906083,2/24/2016,570923469,VISVX,Call
422906084,12/28/2015,489289019,FFFFX,Email
422906085,5/10/2015,714470163,FHKCX,Call
422906086,10/19/2015,457194851,FKGRX,Email
422906087,2/10/2015,525565705,SPECX,Visit
422906088,2/16/2016,240897987,VIGIX,Call
422906089,3/7/2015,257233243,VISVX,Email
422906090,1/20/2016,353030959,VTMFX,Web Visit
422906091,3/16/2015,259211391,PTTCX,Call
422906092,12/19/2015,553895820,PTTCX,Web Visit
422906093,7/14/2015,248677530,TOLLX,Visit
422906094,2/2/2015,604389046,GWPAX,Visit
422906095,1/8/2016,239808637,AIVSX,Call
422906096,5/17/2015,639365192,TRRNX,Email
422906097,12/9/2015,346915772,VMCPX,Web Visit
422906098,1/10/2016,664519902,FMILX,Email
422906099,2/26/2016,258833540,PGRWX,Web Visit
422906100,5/16/2015,219441416,NHMAX,Call
422906101,1/17/2016,767556875,FESGX,Call
422906102,9/2/2015,950061190,PRNHX,Call
422906103,3/24/2015,261420052,PRMTX,Web Visit
422906104,6/23/2015,195858742,THOPX,Email
422906105,2/8/2016,963754016,MCHFX,Web Visit
422906106,11/29/2015,168562482,SMMIX,Web Visit
422906107,1/10/2016,180119196,VMLUX,Web Visit
422906108,4/9/2015,394587551,BERIX,Email
422906109,10/1/2015,512246986,VITPX,Email
422906110,1/24/2015,588011453,PRGFX,Web Visit
422906111,3/22/2016,171714299,PMEGX,Call
422906112,3/21/2015,390587581,FUSVX,Visit
422906113,3/26/2016,462600193,VEIEX,Call
422906114,12/5/2015,425997608,USATX,Call
422906115,4/23/2015,871348216,BAICX,Web Visit
422906116,1/21/2015,654633208,PRLAX,Email
422906117,6/21/2015,121734410,MLPDX,Visit
422906118,4/10/2015,285306725,ACEIX,Visit
422906119,1/20/2015,792312441,VBMPX,Web Visit
422906120,3/31/2016,172307807,TRRDX,Email
422906121,3/11/2016,201312686,SMMIX,Visit
422906122,1/15/2015,918829942,ONGIX,Email
422906123,1/4/2016,376077325,ACRNX,Email
422906124,4/26/2015,943870342,PTTCX,Web Visit
422906125,9/22/2015,489289019,VFIDX,Web Visit
422906126,8/20/2015,122924468,SOPAX,Visit
422906127,3/4/2016,667727454,YACKX,Visit
422906128,3/8/2016,163915741,VWEAX,Visit
422906129,4/2/2015,187268676,TWCGX,Web Visit
422906130,2/4/2015,922635341,AEPGX,Email
422906131,2/6/2016,567861449,FBDIX,Email
422906132,3/18/2015,123106160,POAGX,Email
422906133,12/13/2015,123832984,VASIX,Web Visit
422906134,8/10/2015,447622296,FSTVX,Email
422906135,3/29/2016,128798034,VIPSX,Email
422906136,1/4/2015,546557002,OSTIX,Email
422906137,4/29/2015,991048116,MQIFX,Web Visit
422906138,12/10/2015,537082119,VAFAX,Visit
422906139,3/6/2015,443081281,VGSIX,Call
422906140,1/30/2016,885027168,VWIAX,Call
422906141,5/8/2015,407380273,OAKLX,Email
422906142,4/6/2015,962585742,NICSX,Web Visit
422906143,5/17/2015,146647829,VWNAX,Call
422906144,10/12/2015,655110679,VQNPX,Call
422906145,2/23/2016,236242039,DODFX,Email
422906146,3/10/2016,216526897,USSPX,Call
422906147,1/5/2016,208309599,VWNAX,Visit
422906148,8/25/2015,120847406,VTMGX,Email
422906149,4/1/2015,972169074,TRRHX,Web Visit
422906150,3/31/2015,251209742,FFNOX,Call
422906151,1/12/2015,168375981,VAIPX,Call
422906152,6/22/2015,918122237,FESGX,Call
422906153,12/11/2015,336115072,GASFX,Web Visit
422906154,5/8/2015,477479679,TRRNX,Email
422906155,3/21/2016,939244843,VTMFX,Email
422906156,12/5/2015,266885644,LALDX,Email
422906157,1/3/2016,407736683,VVIAX,Visit
422906158,8/3/2015,635921951,FSPTX,Email
422906159,1/5/2015,537663274,VFFVX,Email
422906160,8/1/2015,429472613,CAIBX,Email
422906161,4/23/2015,106982376,VWILX,Web Visit
422906162,4/15/2015,269824403,RIDEX,Email
422906163,10/11/2015,396765863,PRFHX,Web Visit
422906164,8/15/2015,448757875,BAICX,Web Visit
422906165,4/16/2015,354710802,VIMSX,Call
422906166,1/29/2015,231845400,SHSAX,Call
422906167,1/21/2016,240106299,VBILX,Visit
422906168,7/7/2015,407082324,TEPLX,Email
422906169,4/30/2015,452509796,VTSNX,Web Visit
422906170,10/22/2015,308703723,VBINX,Visit
422906171,1/7/2015,234399216,PNOPX,Email
422906172,2/9/2015,151941187,FCISX,Call
422906173,3/16/2016,251660435,FBDIX,Call
422906174,8/9/2015,993225686,SHRAX,Web Visit
422906175,8/18/2015,144532094,VITSX,Visit
422906176,7/12/2015,720927987,PRWCX,Visit
422906177,9/1/2015,665583542,PIREX,Web Visit
422906178,10/16/2015,973480299,VGENX,Email
422906179,7/15/2015,409728897,LAFFX,Email
422906180,7/6/2015,494292559,GWPAX,Visit
422906181,7/13/2015,370301011,GLRBX,Email
422906182,3/18/2015,460819663,MPGFX,Web Visit
422906183,10/8/2015,581976522,VEURX,Visit
422906184,3/25/2016,455329713,FSESX,Call
422906185,8/13/2015,101744062,LZEMX,Call
422906186,5/13/2015,403873750,MMUFX,Visit
422906187,3/16/2015,835450474,PRWCX,Call
422906188,4/24/2015,872363717,JNBAX,Web Visit
422906189,5/15/2015,422663372,PIMIX,Web Visit
422906190,2/17/2016,500930770,FLCSX,Email
422906191,10/8/2015,286865578,FMAGX,Visit
422906192,6/11/2015,139781540,FFFFX,Email
422906193,2/24/2016,582013316,OAKIX,Visit
422906194,3/10/2015,792567035,YACKX,Email
422906195,11/22/2015,505090475,OAKMX,Email
422906196,1/3/2016,551948861,JNBCX,Call
422906197,12/17/2015,699656641,BAICX,Web Visit
422906198,3/2/2016,416569836,VASIX,Email
422906199,9/23/2015,956380293,VTSNX,Call
422906200,9/1/2015,131932943,FFFDX,Email
422906201,7/9/2015,384168344,FSDIX,Email
422906202,9/24/2015,450467209,VGSNX,Call
422906203,1/10/2015,180767422,AMRMX,Visit
422906204,2/27/2015,104827243,VIGAX,Email
422906205,5/14/2015,492351549,LAFFX,Email
422906206,3/2/2015,461018313,PMEGX,Web Visit
422906207,6/11/2015,413377123,NYVTX,Web Visit
422906208,5/25/2015,159134948,GLRBX,Web Visit
422906209,3/5/2015,320049381,SGROX,Visit
422906210,7/24/2015,829375485,VISGX,Web Visit
422906211,7/20/2015,133292152,VBINX,Visit
422906212,1/5/2015,231439534,VDAIX,Email
422906213,11/24/2015,675363032,VWEHX,Visit
422906214,11/27/2015,105290301,BERIX,Email
422906215,12/26/2015,558868134,FFFHX,Call
422906216,11/13/2015,694792908,PRBLX,Email
422906217,2/10/2015,218882783,VIMAX,Email
422906218,2/22/2016,740008241,AIVSX,Visit
422906219,11/4/2015,569542382,VIIIX,Call
422906220,3/31/2015,747793425,VWIAX,Web Visit
422906221,7/23/2015,876081295,MINIX,Visit
422906222,8/23/2015,204569036,TRRMX,Email
422906223,12/11/2015,144275107,FSEVX,Call
422906224,8/19/2015,157884720,PRIDX,Email
422906225,1/23/2015,841077808,TRBCX,Call
422906226,3/13/2015,401028613,MDLOX,Email
422906227,10/5/2015,383192641,VSCIX,Email
422906228,2/7/2016,381639842,HSCSX,Web Visit
422906229,9/20/2015,176901734,VDAIX,Visit
422906230,3/30/2015,424134587,PRSCX,Web Visit
422906231,8/20/2015,105851571,RIDEX,Visit
422906232,9/9/2015,497783752,CSRSX,Email
